run,module,ccd,event_id,time,x,y,energy_keV,temperature_K,baseline,saturated,pedestal,gain,energy_cal_keV,e_z,pass_window
1000,M03,EXT4,1731,2025-03-01 00:55:48,198,801,5.653558841939327,119.51035699871947,53.1135525820554,False,98.5,0.996,6.082993622854298,0.8673307379084574,False
1001,M05,EXT4,1732,2025-03-02 11:01:28,402,2201,4.931932762544961,120.4187171957281,49.72501164802134,False,98.55,1.012,5.485224837817525,-0.08059361259142825,True
1003,M04,EXT4,1733,2025-03-02 07:25:18,1662,883,4.31117647232148,120.40292875176654,53.25403550731695,False,98.65,1.004,4.784196661717304,-1.0008992895402469,True
1001,M03,EXT1,1734,2025-03-01 12:28:36,1373,3979,5.494999372023642,120.8176767985228,51.1429703946196,False,98.55,0.996,5.945193389405136,0.6609243366328831,False
1002,M02,EXT4,1735,2025-03-02 20:57:20,1920,1645,6.267634670183599,119.95459457486697,48.89189764867104,False,98.6,0.988,6.683539105372526,1.8695566212639652,False
1001,M01,EXT1,1736,2025-03-02 06:12:04,1738,1284,4.028649782125112,120.94744353718555,51.38991685334723,False,98.55,0.98,4.410245601319806,-1.4324585433480685,False
1000,M04,EXT3,1737,2025-03-01 19:13:57,1981,2305,5.432899807717629,119.65657037851618,46.84221463970055,False,98.5,1.004,5.973275571965906,0.6529738123624962,False
1003,M06,EXT2,1738,2025-03-01 15:41:47,197,2963,4.624881321663818,119.22806345929808,50.92241755868339,False,98.65,1.02,5.204200288998523,-0.5610877030271667,True
1003,M01,EXT3,1739,2025-03-01 16:26:36,972,2532,4.510778240154535,119.64161306719598,47.42322307149253,False,98.65,0.98,4.922585089250816,-0.6667375570000894,True
1004,M01,EXT4,1740,2025-03-02 00:12:09,1193,1892,7.418118015920642,118.91878154290981,48.52143556634243,False,98.7,0.98,7.761505587052074,3.444655549855764,False
1000,M06,EXT3,1741,2025-03-02 00:25:30,247,1938,5.389896696992719,120.52883327788774,46.54567240021233,False,98.5,1.02,6.027628772450408,0.6116117989678072,False
1003,M04,EXT4,1742,2025-03-01 13:57:49,1074,2248,5.005571918138951,119.90604129572628,47.68849143867541,False,98.65,1.004,5.5372477517672065,0.042904497659188384,False
1001,M02,EXT1,1743,2025-03-02 08:45:04,1935,593,4.5822667893928335,120.19234777028919,49.737599691551225,False,98.55,0.988,5.009546102967593,-0.5672389457264875,True
1001,M04,EXT3,1744,2025-03-01 18:29:34,1578,775,4.968909446495396,119.90887561808822,50.07419938809941,False,98.55,1.004,5.47548212242486,-0.04422825744872648,True
1002,M03,EXT3,1745,2025-03-01 06:06:14,1580,3882,4.562535232784934,118.84173209202066,47.99664304402101,False,98.6,0.996,5.048294527135345,-0.5739930775157236,True
1001,M05,EXT2,1746,2025-03-02 22:06:23,809,3622,4.661645879541124,120.27094045324047,49.137400617172794,False,98.55,1.012,5.217641135849829,-0.46240228105848397,True
1004,M01,EXT3,1747,2025-03-01 15:19:05,2015,2791,4.805521851771359,119.25831014943334,51.60381035777168,False,98.7,0.98,5.170954073229769,-0.32127089429607825,True
1002,M06,EXT3,1748,2025-03-01 22:53:40,1508,2827,5.172222313159962,120.1958165725301,48.926848499484414,False,98.6,1.02,5.7823329047284195,0.2975287742777404,False
1001,M03,EXT3,1749,2025-03-01 04:29:07,538,1087,5.227254515112744,120.84373714267812,47.385271052350134,False,98.55,0.996,5.715946197370886,0.32980690589199974,False
1004,M04,EXT4,1750,2025-03-01 06:36:34,681,2471,4.836642773493249,119.07222642773714,52.518354214854284,False,98.7,1.004,5.319653068270085,-0.2956490677724452,True
1000,M06,EXT2,1751,2025-03-02 18:19:43,492,298,5.412215529482161,119.42290315432112,50.49055832815458,False,98.5,1.02,6.010156145124628,0.5865577474347352,False
1000,M02,EXT1,1752,2025-03-02 02:24:46,515,2601,4.302543249107074,120.62936980849561,49.62374416604408,False,98.5,0.988,4.733810137757273,-1.0572365298013855,True
1002,M03,EXT1,1753,2025-03-02 18:49:30,2014,3626,6.1438720483233915,120.72823831103818,51.050975741336146,False,98.6,0.996,6.59288484174639,1.6700139687804825,False
1002,M05,EXT3,1754,2025-03-02 09:22:52,288,1836,5.2615572348295085,120.75900849895095,51.13661776862029,False,98.6,1.012,5.805025349829026,0.34927823956584325,False
1002,M01,EXT4,1755,2025-03-02 19:52:37,1883,128,5.35372076040222,120.3844016465231,51.73168506811268,False,98.6,0.98,5.705955831526672,0.4812897966750862,False
1003,M02,EXT4,1756,2025-03-01 10:30:45,94,418,6.168011779526969,119.58354238416013,50.53633096071168,False,98.65,0.988,6.569358688280814,1.7394643540825416,False
1002,M01,EXT2,1757,2025-03-02 21:38:31,1732,3370,4.215504899177827,120.62314572180149,49.524231420972974,False,98.6,0.98,4.612137333268735,-1.144149156827215,True
1004,M01,EXT4,1758,2025-03-02 02:58:26,603,1392,5.388852479897603,119.51222832439468,51.9163399154157,False,98.7,0.98,5.739555299128578,0.5053138624108137,False
1003,M01,EXT1,1759,2025-03-02 04:58:16,818,388,4.877923754250739,120.00931243915961,50.6895744460895,False,98.65,0.98,5.250377449594047,-0.18211831018121624,True
1000,M06,EXT1,1760,2025-03-02 15:50:42,1195,2742,4.663257588558609,120.98134161614705,49.96990117685731,False,98.5,1.02,5.2515297483258365,-0.5012388663980788,True
1000,M03,EXT1,1761,2025-03-02 01:32:02,662,3769,5.0118222399034,119.35450731917541,49.73907913763254,False,98.5,0.996,5.477433722732966,-0.013812192257887618,True
1004,M03,EXT2,1762,2025-03-02 05:34:53,1215,349,4.612441627404377,119.54067839786028,51.0083235924057,False,98.7,0.996,5.069000957914398,-0.5443674263020499,True
1003,M05,EXT1,1763,2025-03-01 09:17:41,744,346,5.292492774202299,120.28157980907073,47.923910086971155,False,98.65,1.012,5.869350717412578,0.470429515987636,False
1003,M05,EXT1,1764,2025-03-02 07:40:55,821,315,4.204662979189426,118.65041936153722,53.840377342282,False,98.65,1.012,4.708592316235805,-1.1700021722005225,True
1002,M01,EXT1,1765,2025-03-01 18:20:26,1186,681,5.050532570561319,121.57289790865721,50.99191596897638,False,98.6,0.98,5.416081142654123,0.05052947247302516,True
1004,M02,EXT2,1766,2025-03-01 12:04:10,458,2661,6.861572179079429,118.68674332726734,51.234477558505176,False,98.7,0.988,7.2481926746524445,2.656920856665339,False
1001,M05,EXT1,1767,2025-03-02 22:25:03,1676,1428,4.609458162783652,119.79668038639235,52.27202377083867,False,98.55,1.012,5.1331047801761684,-0.5830251484434122,True
1003,M02,EXT2,1768,2025-03-01 12:20:38,1123,265,4.715895634836077,120.67492019952918,50.35562661878877,False,98.65,0.988,5.136453296224411,-0.4310681469714519,True
1001,M01,EXT4,1769,2025-03-02 14:02:43,49,3932,4.963071846117778,119.18007327753492,49.90194324600342,False,98.55,0.98,5.3405613653845885,-0.05191342755189161,True
1002,M01,EXT3,1770,2025-03-01 23:19:10,1137,3769,5.928603636245403,119.96861554988477,49.66127914179569,False,98.6,0.98,6.289631027930897,1.3486443001320305,False
1003,M03,EXT3,1771,2025-03-02 01:30:41,1065,864,3.9575698166688724,119.4166287491284,50.049004989984574,False,98.65,0.996,4.425805447701951,-1.4569838430739313,False
1003,M05,EXT4,1772,2025-03-02 10:12:36,1634,1615,5.174171443503902,119.78719133129698,53.002154401207186,False,98.65,1.012,5.698217698285732,0.2285772690546107,False
1003,M02,EXT3,1773,2025-03-01 01:03:53,516,381,4.116914112108897,121.17447317477671,47.11375187280522,False,98.65,0.988,4.576689274260275,-1.2789859574070712,True
1001,M02,EXT1,1774,2025-03-01 05:05:33,397,3767,5.187793343360938,120.79137670999789,50.01802133821148,False,98.55,0.988,5.605035772419077,0.29837338835314153,False
1000,M03,EXT3,1775,2025-03-02 07:42:53,1927,1617,6.141930229089275,118.5412953437274,52.53870207765256,False,98.5,0.996,6.575137035479498,1.5834427006981773,False
1004,M03,EXT2,1776,2025-03-02 02:00:06,517,2741,4.8151908780915536,120.57389395110653,50.18301874058572,False,98.7,0.996,5.279159247922954,-0.23977223261205116,True
1001,M04,EXT1,1777,2025-03-01 00:12:47,1860,3785,4.190012232094575,118.81703669939849,51.87490913106459,False,98.55,1.004,4.675390193347065,-1.1478023164664168,True
1004,M02,EXT1,1778,2025-03-01 04:57:00,1000,1101,5.565848415509612,120.01630193749405,49.047743863995436,False,98.7,0.988,5.989622525147222,0.8376117292158711,False
1001,M05,EXT2,1779,2025-03-01 16:04:09,1844,3513,5.7472946396825835,120.37505634188764,47.220672133120054,False,98.55,1.012,6.3357149733716,1.132950051736336,False
1002,M01,EXT3,1780,2025-03-01 16:12:03,1663,2763,5.945211183628174,120.62719993134121,49.96420652973025,False,98.6,0.98,6.302937735964253,1.3684183683295854,False
1001,M04,EXT2,1781,2025-03-01 05:08:19,1267,3593,5.1102444727490175,119.63712987576153,53.043976521780074,False,98.55,1.004,5.587565926361342,0.1103699505383202,False
1002,M02,EXT2,1782,2025-03-02 06:19:35,1685,2040,4.702216943288932,119.3542223943031,49.767119529365495,False,98.6,0.988,5.128259199019334,-0.4211714950376198,True
1004,M05,EXT2,1783,2025-03-02 14:33:02,815,2100,5.647671605234539,120.40375844221826,49.20948572501224,False,98.7,1.012,6.21628766896023,0.9561400159078141,False
1004,M03,EXT4,1784,2025-03-01 10:26:00,704,2586,6.082027420214265,120.37698670244492,50.71117729735739,False,98.7,0.996,6.535667984651728,1.5813623132652284,False
1001,M02,EXT1,1785,2025-03-01 16:18:45,1323,3080,5.496866592254885,120.60716689073813,50.83126662320322,False,98.55,0.988,5.902365278910579,0.7305758283080156,False
1000,M03,EXT2,1786,2025-03-01 03:36:03,939,1295,4.65888081652719,119.62334110329256,54.587190061812805,False,98.5,0.996,5.077616880245425,-0.5955808728603208,True
1004,M01,EXT2,1787,2025-03-01 00:12:22,1122,2819,5.485596028763518,118.6904915665749,51.54066693156339,False,98.7,0.98,5.838045572258927,0.6484907581777121,False
1004,M06,EXT4,1788,2025-03-01 16:52:25,710,1008,4.121838210209458,119.4816936920963,51.89304414067735,False,98.7,1.02,4.681705924178739,-1.2660432294235249,True
1004,M02,EXT1,1789,2025-03-01 08:34:58,1627,733,5.019007837904925,120.16784324390117,47.892630659213786,False,98.7,0.988,5.460756552937034,0.07311664658763009,True
1000,M06,EXT3,1790,2025-03-02 08:00:57,841,3643,5.322307802416755,120.04803341965902,51.303296212278404,False,98.5,1.02,5.910160337099851,0.44317346522964435,False
1000,M03,EXT1,1791,2025-03-01 20:30:17,771,1884,5.552313258130447,119.32491327023554,51.10182440805093,False,98.5,0.996,6.002189833993738,0.7497541162218644,False
1001,M03,EXT1,1792,2025-03-01 00:38:35,451,2104,4.220219979661538,120.37783522751012,50.79078595051664,False,98.55,0.996,4.679020871675745,-1.1678954069155274,True
1002,M01,EXT1,1793,2025-03-02 21:50:44,957,1364,5.727474529887714,119.0627584454231,51.81789949136427,False,98.6,0.98,6.071389624274589,1.0243326530580845,False
1000,M02,EXT3,1794,2025-03-02 09:58:08,590,1599,4.6373927041223455,120.18082226902015,50.503536565343005,False,98.5,0.988,5.055949050407288,-0.5876377831853014,True
1000,M03,EXT3,1795,2025-03-01 12:41:30,701,3684,4.595377100148247,120.52650543804359,48.873218520487704,False,98.5,0.996,5.071278335283597,-0.6048040134274839,True
1003,M04,EXT2,1796,2025-03-01 10:09:55,1187,165,4.82284935975958,119.8579887436369,51.05083235569793,False,98.65,1.004,5.320036400347412,-0.25817206172759144,True
1003,M04,EXT1,1797,2025-03-01 19:37:05,707,2745,5.490543046577212,119.22966977777695,48.969922822439486,False,98.65,1.004,6.011293193626229,0.6999786776916316,False
1001,M03,EXT4,1798,2025-03-01 02:00:50,220,264,5.235056830190321,120.63743364115732,49.71317274021194,False,98.55,0.996,5.700531402377049,0.3075422610408903,False
1002,M02,EXT4,1799,2025-03-02 00:07:14,1215,703,5.598316530775403,120.30615902032524,50.34395158439749,False,98.6,0.988,6.007906490752251,0.8744363086573221,False
1000,M05,EXT2,1800,2025-03-02 02:15:44,1653,3243,5.91547836306378,118.58976981577321,50.51376414778104,False,98.5,1.012,6.4720848102450015,1.3260274219428279,False
1000,M06,EXT1,1801,2025-03-01 09:13:54,1045,2021,4.992602677981143,120.80533991486175,51.15055083746141,False,98.5,1.02,5.57541911299866,-0.036812957104277115,False
1002,M06,EXT3,1802,2025-03-01 23:39:17,765,1652,4.391936013076038,120.21576871422883,53.45994938033048,False,98.6,1.02,4.940203249658188,-0.8959168525218,True
1000,M02,EXT1,1803,2025-03-02 03:26:52,1460,3767,5.548943100949247,119.71370018867766,50.139428060690285,False,98.5,0.988,5.960158234498236,0.7304752508311166,False
1002,M02,EXT3,1804,2025-03-01 14:26:40,88,1545,3.8770890324603258,119.85745636510423,49.495781268592594,False,98.6,0.988,4.315713645137107,-1.617947032643756,False
1002,M02,EXT1,1805,2025-03-02 11:44:31,460,314,5.590420666484453,119.8495167151847,53.10440295239735,False,98.6,0.988,5.972832117316954,0.8227762485860196,False
1003,M04,EXT2,1806,2025-03-01 15:16:58,1161,674,4.523086752674015,119.6818938732889,48.41200835231308,False,98.65,1.004,5.0455685358274875,-0.6386118489290863,True
1004,M02,EXT3,1807,2025-03-01 19:38:52,529,3662,4.848651951377049,120.88434908468612,50.16050291238153,False,98.7,0.988,5.270038359186196,-0.20257346953182576,True
1002,M06,EXT3,1808,2025-03-02 07:17:17,84,3297,5.1660552224541085,120.45833385989002,50.37206940688237,False,98.6,1.02,5.76130121895299,0.26772318168070175,False
1001,M01,EXT1,1809,2025-03-01 00:00:18,239,2582,4.580377736452584,119.76317297832264,48.90280904851897,False,98.55,0.98,4.9753126530480465,-0.5939254468515485,True
1003,M01,EXT3,1810,2025-03-02 22:48:56,561,475,6.45200983816989,121.34216930132801,48.106529798550696,False,98.65,0.98,6.818295649380695,2.135944674137818,False
1001,M01,EXT1,1811,2025-03-01 13:11:37,1066,2418,5.350824518958577,120.75571622454639,50.851502921130994,False,98.55,0.98,5.711253299952322,0.49817607915121537,False
1000,M03,EXT4,1812,2025-03-01 22:20:03,84,2753,4.168476029410196,121.46301264372882,51.63539395025189,False,98.5,0.996,4.6185736015480465,-1.263529228726571,True
1004,M01,EXT2,1813,2025-03-02 02:40:41,303,2972,4.212018215175986,119.21626586276085,49.34594399608765,False,98.7,0.98,4.611447599710807,-1.1346344630406644,True
1003,M04,EXT3,1814,2025-03-02 13:59:59,947,3760,3.9374379955485406,122.66336593704528,50.90476146639145,False,98.65,1.004,4.432549942408165,-1.4883166536752785,False
1002,M05,EXT4,1815,2025-03-02 00:40:39,1422,2887,4.0618159849541255,120.03373184955129,50.58310165531775,False,98.6,1.012,4.59648878802176,-1.4068248141061341,True
1000,M01,EXT2,1816,2025-03-02 23:41:31,1585,1686,4.933380368465572,121.04001652934845,53.037538227074265,False,98.5,0.98,5.280244886470933,-0.07700361263003272,True
1004,M01,EXT4,1817,2025-03-02 19:33:29,125,2707,4.301271140086342,120.75374552271435,52.332158864980705,False,98.7,0.98,4.6696505604078045,-1.0500238819936407,True
1000,M03,EXT3,1818,2025-03-01 00:43:16,1963,3673,5.568974361738878,121.47074318331535,50.98124583060613,False,98.5,0.996,6.019985255819085,0.7756480205698755,False
1003,M01,EXT4,1819,2025-03-01 09:21:44,1705,3118,4.135807509890517,120.20030430073852,50.74228505071842,False,98.65,0.98,4.522586966195666,-1.2581082311700833,True
1002,M04,EXT2,1820,2025-03-01 08:12:03,235,480,5.394558194850079,119.61074022611884,50.66724631610554,False,98.6,1.004,5.89738127461578,0.5832437862636073,False
1000,M03,EXT3,1821,2025-03-01 17:38:28,269,760,5.005649992666287,120.17780865651365,50.18610207175882,False,98.5,0.996,5.4668338160609045,-0.029235989016290903,True
1002,M04,EXT4,1822,2025-03-01 10:23:58,477,689,5.220381641954735,119.08923825429525,49.52423568411192,False,98.6,1.004,5.733983842254071,0.34625423810691797,False
1001,M04,EXT1,1823,2025-03-02 21:33:18,1142,1481,4.4155371505800804,120.44239609424892,49.48939412281719,False,98.55,1.004,4.925767782189316,-0.8024542358724934,True
1003,M03,EXT3,1824,2025-03-02 04:44:32,362,1262,4.635507088035349,120.6089902790758,47.679980391940305,False,98.65,0.996,5.124626454979482,-0.45440063337597814,True
1002,M01,EXT1,1825,2025-03-01 21:43:07,937,421,5.775527197459582,119.59606136142412,53.2528053033499,False,98.6,0.98,6.104419161537562,1.073415290231342,False
1000,M05,EXT4,1826,2025-03-02 06:56:46,1727,224,4.309493867057213,119.03426197008075,50.84285803221641,False,98.5,1.012,4.84349807017587,-0.9780662775677239,True
1003,M05,EXT2,1827,2025-03-01 17:51:35,1194,1384,5.602280743815133,119.10564500784537,49.7263034562085,False,98.65,1.012,6.164615921764085,0.8877104912073881,False
1003,M03,EXT1,1828,2025-03-01 09:34:19,173,2995,4.132984665193904,119.3365751998527,50.475758291700735,False,98.65,0.996,4.596268173947789,-1.2124246992679648,True
1004,M03,EXT3,1829,2025-03-02 10:21:39,559,2221,5.968797066118899,119.44975381939204,48.56600661733978,False,98.7,0.996,6.444256451945719,1.448874018328336,False
1002,M03,EXT1,1830,2025-03-02 14:25:42,103,1656,4.335935451119427,119.98922974964375,51.26077783573017,False,98.6,0.996,4.790090362071077,-0.9491164745138154,True
1004,M05,EXT2,1831,2025-03-01 16:27:35,972,1122,5.50475744709549,119.7663889012558,49.3225096094289,False,98.7,1.012,6.070514739213216,0.7522825553367634,False
1002,M05,EXT4,1832,2025-03-02 20:13:30,821,3120,4.408953430198271,120.72775961324781,47.284941517447336,False,98.6,1.012,4.981169263204083,-0.8478524350285387,True
1001,M04,EXT4,1833,2025-03-01 11:47:33,1592,1527,5.308363422487498,119.97717663880029,50.346204474835254,False,98.55,1.004,5.813562983250103,0.4220897421430813,False
1003,M05,EXT2,1834,2025-03-01 18:13:47,447,1209,4.681036689061006,120.17342391646571,50.27645339888018,False,98.65,1.012,5.2267494209330705,-0.4377211625231469,True
1000,M03,EXT4,1835,2025-03-01 13:55:50,5,3645,4.239762181930879,119.38371796456576,50.01488215832858,False,98.5,0.996,4.705714906906203,-1.1367309629787539,True
1004,M06,EXT1,1836,2025-03-02 21:24:51,141,3518,5.716431983312205,119.83517216217696,51.46324965008531,False,98.7,1.02,6.312575476547579,0.9694478543355325,False
1004,M02,EXT3,1837,2025-03-02 09:54:09,1941,367,4.6392022515171485,120.93539287285573,46.94612767954717,False,98.7,0.988,5.094860083025017,-0.4558000670927067,True
1001,M05,EXT1,1838,2025-03-01 12:32:42,396,2309,5.5253807775486115,119.83048297583531,47.55306312288526,False,98.55,1.012,6.107774348075596,0.8077071240324593,False
1004,M06,EXT4,1839,2025-03-02 10:00:31,596,770,5.029896328014925,119.45736336245363,50.330767767724346,False,98.7,1.02,5.623860423344436,0.025401558020798274,False
1001,M06,EXT3,1840,2025-03-02 22:53:56,611,3380,5.487301806091497,120.04122313134009,48.72481150727439,False,98.55,1.02,6.105264764839128,0.7078093768675686,False
1003,M04,EXT1,1841,2025-03-02 09:45:15,28,3250,5.11817589543892,119.6131237989208,49.09256655751336,False,98.65,1.004,5.636205230783243,0.1800694161268082,False
1001,M04,EXT2,1842,2025-03-01 21:10:42,747,20,4.979108789296701,119.00591609301766,48.6528473993741,False,98.55,1.004,5.499992636564172,-0.01042068285100701,True
1003,M05,EXT3,1843,2025-03-02 16:43:17,1889,2282,5.184240479775513,120.25145342423048,47.393693347287396,False,98.65,1.012,5.765165188858271,0.3231902262975071,False
1003,M04,EXT1,1844,2025-03-01 22:00:08,1615,1939,6.112736076635126,120.19074643365478,49.90813034943729,False,98.65,1.004,6.626555392233316,1.5527933426092142,False
1000,M03,EXT3,1845,2025-03-02 00:12:07,1506,1566,4.312537186852909,119.47442834061113,50.79366654219576,False,98.5,0.996,4.770442119345228,-1.0425471743583472,True
1000,M03,EXT2,1846,2025-03-01 06:25:55,1427,959,4.3119454023650015,120.88822880145094,51.30723485498682,False,98.5,0.996,4.764737561599873,-1.050847807749096,True
1002,M01,EXT4,1847,2025-03-01 09:32:24,946,520,4.743758344388709,120.61001180643827,50.77752470430923,False,98.6,0.98,5.117543435398704,-0.39310429239295847,True
1004,M05,EXT4,1848,2025-03-02 13:09:17,606,3985,4.5010450911418065,119.56142271026864,50.95267014944105,False,98.7,1.012,5.0382606103231655,-0.6912824861610656,True
1003,M04,EXT3,1849,2025-03-01 05:57:03,800,2477,4.274782268848332,119.71064526634817,50.43272838106139,False,98.65,1.004,4.775982804977869,-1.0122845127812983,True
1001,M06,EXT2,1850,2025-03-01 07:42:08,1691,1887,4.854630383225736,120.99878723499067,50.516133437819875,False,98.55,1.02,5.441668429824488,-0.22041400533762895,True
1002,M04,EXT3,1851,2025-03-01 23:29:00,1508,3535,5.09981463901469,120.90069266443702,51.289947025208775,False,98.6,1.004,5.595206829437653,0.14497383188184862,False
1003,M04,EXT3,1852,2025-03-02 19:31:33,1669,3925,4.874596191199828,119.42373997977592,47.87441446262085,False,98.65,1.004,5.403881454759914,-0.1419544684061171,True
1003,M02,EXT2,1853,2025-03-01 03:16:49,1069,3292,5.075120282234699,119.17050948159385,49.765089618356384,False,98.65,0.988,5.497201753418522,0.11538541192064954,True
1001,M04,EXT2,1854,2025-03-01 16:13:56,876,2111,5.925192773095603,119.31779676760189,48.34791773689474,False,98.55,1.004,6.452922450109562,1.3039640572942772,False
1003,M02,EXT4,1855,2025-03-01 01:46:32,1403,2311,5.157257382290763,119.74344033273711,48.15349945972686,False,98.65,0.988,5.594275719041173,0.2624308474101327,False
1001,M03,EXT1,1856,2025-03-01 23:01:03,1276,2126,5.967812115408086,120.12344494774051,47.80615204405961,False,98.55,0.996,6.4493495925876205,1.3891116928597895,False
1001,M05,EXT4,1857,2025-03-01 04:33:04,1706,142,5.107088411344333,119.63799432812624,53.81730427165845,False,98.55,1.012,5.621068353051282,0.1132381914006781,False
1004,M03,EXT1,1858,2025-03-01 17:54:36,840,1727,5.211395782058455,119.88106012442897,53.24251955413452,False,98.7,0.996,5.643306704171041,0.28800882690785157,False
1000,M06,EXT3,1859,2025-03-02 07:51:13,382,131,6.0603454651901,119.04491890151112,48.76129612032972,False,98.5,1.02,6.688887154066538,1.5597921304536566,False
1001,M01,EXT1,1860,2025-03-02 01:46:25,602,812,4.9627229495045375,118.84764017010302,52.20747751975674,False,98.55,0.98,5.317625210820831,-0.08594960900902658,True
1001,M01,EXT3,1861,2025-03-02 21:18:57,1879,2149,4.500587080704027,119.88169289139222,50.93695193581648,False,98.55,0.98,4.877183210118945,-0.7395449541032145,True
1004,M06,EXT3,1862,2025-03-02 01:51:15,1074,2540,4.452937555391456,119.49491847469578,50.079787868090015,False,98.7,1.02,5.037922470244768,-0.7777645001644002,True
1000,M05,EXT4,1863,2025-03-01 00:25:01,1031,3633,3.9614486601038963,118.64331714935335,49.95151832987561,False,98.5,1.012,4.5002966785268015,-1.463621111526586,True
1004,M05,EXT1,1864,2025-03-01 21:41:11,1708,2397,5.581966023615023,120.38762153276815,50.71089320715184,False,98.7,1.012,6.1345993766420275,0.8419022911171071,False
1002,M04,EXT1,1865,2025-03-01 10:15:21,894,743,6.131322646315973,118.8771649097046,49.65810896913925,False,98.6,1.004,6.647224522851079,1.6708068527030269,False
1000,M05,EXT4,1866,2025-03-02 16:53:37,370,3252,4.5522946350824585,118.81754611964837,47.14787223373382,False,98.5,1.012,5.126605703698061,-0.5775309553569254,True
1002,M02,EXT4,1867,2025-03-01 00:18:58,1016,410,4.901137274390947,120.29163814954242,51.13638329564114,False,98.6,0.988,5.311264160137322,-0.1516286248808111,True
1004,M02,EXT1,1868,2025-03-01 06:31:32,67,3479,3.838979595958161,119.2765744104968,50.11149774069818,False,98.7,0.988,4.2729662431285655,-1.643877636949214,False
1002,M06,EXT4,1869,2025-03-02 18:01:34,230,2913,6.636295262008462,119.69164342057864,49.906308518495756,False,98.6,1.02,7.265696820359974,2.39971597004284,False
1004,M01,EXT2,1870,2025-03-02 03:59:52,1918,1360,5.127665395504135,119.28575476712037,50.36225593380172,False,98.7,0.98,5.498821979442795,0.15535595971869365,True
1002,M03,EXT2,1871,2025-03-01 20:48:05,1242,762,5.410789451755101,120.5277945409039,50.43848274792433,False,98.6,0.996,5.868835005778754,0.6181020679926458,False
1000,M05,EXT4,1872,2025-03-01 16:52:37,730,3597,5.413787337863817,121.48654971842504,52.72631400557429,False,98.5,1.012,5.941982488181771,0.5760486886578229,False
1004,M02,EXT2,1873,2025-03-01 08:19:57,1481,1784,5.319515133597055,121.1369766865531,49.38114510115572,False,98.7,0.988,5.742951238394472,0.48103937316133727,False
1001,M05,EXT2,1874,2025-03-02 13:02:09,88,1233,5.845689920873974,119.33940362775637,49.49636907520343,False,98.55,1.012,6.4122609448834025,1.242171634532761,False
1002,M03,EXT1,1875,2025-03-01 11:37:43,797,449,5.180285067059409,121.45818346487843,49.18292604432244,False,98.6,0.996,5.65175798338972,0.3027288824805648,False
1004,M05,EXT4,1876,2025-03-01 09:30:51,865,3382,5.764566522063853,120.50420173873991,49.01357859528705,False,98.7,1.012,6.336567904944315,1.1243469903245067,False
1001,M03,EXT2,1877,2025-03-01 08:30:58,317,1714,3.9497912062569474,119.27789246760973,51.93862915586807,False,98.55,0.996,4.398241295039473,-1.573444592470764,False
1001,M06,EXT1,1878,2025-03-01 07:26:30,107,3347,6.277065259608575,119.29905913004228,51.13130766653809,False,98.55,1.02,6.886277226602058,1.8002717527877135,False
1000,M03,EXT2,1879,2025-03-02 22:14:02,1485,873,5.457919033181102,121.02302329507147,50.10174715638316,False,98.5,0.996,5.918133955370801,0.6274454178211267,False
1004,M01,EXT4,1880,2025-03-02 15:10:24,234,2608,5.487197964731972,120.39113757857736,52.920378547963146,False,98.7,0.98,5.826094295667294,0.6311169949780003,False
1003,M02,EXT2,1881,2025-03-02 01:39:38,1636,3942,5.384905134254708,119.85078057013385,44.67550652619891,False,98.65,0.988,5.853554268164806,0.6551800971643811,False
1000,M06,EXT2,1882,2025-03-02 06:17:13,1537,2519,5.044402608451617,120.01948068522333,47.885977655683,False,98.5,1.02,5.661553688532683,0.08669566320634396,False
1003,M04,EXT3,1883,2025-03-01 08:00:47,1533,1122,4.684347600134273,120.05567073546297,52.25479917924598,False,98.65,1.004,5.1688928067751805,-0.4676721308014878,True
1000,M06,EXT2,1884,2025-03-01 17:08:50,141,841,4.938252919816722,120.68935719394791,47.91550101043883,False,98.5,1.02,5.55297986790658,-0.06898865640914001,False
1004,M06,EXT1,1885,2025-03-02 10:23:36,219,4075,4.95027439984584,119.40282131762348,51.084284379566654,False,98.7,1.02,5.534960187171177,-0.09645716760243132,False
1001,M04,EXT3,1886,2025-03-01 20:55:23,1678,21,4.626662214962646,121.23090635932503,49.42919648237786,False,98.55,1.004,5.138341731139423,-0.5092490588690409,True
1000,M06,EXT1,1887,2025-03-01 12:53:45,1409,2620,5.071378056345127,119.53525499257032,49.82479160089709,False,98.5,1.02,5.669292743142879,0.0977927162943498,False
1002,M04,EXT2,1888,2025-03-02 10:44:55,134,2152,5.64885635496725,120.55302501728616,47.49268264397286,False,98.6,1.004,6.184569246641631,0.9997775514685491,False
1003,M03,EXT4,1889,2025-03-01 08:12:20,494,502,5.295729160631277,120.6232818130197,53.7055486553037,False,98.65,0.996,5.722192979381926,0.40291498507897966,False
1001,M06,EXT1,1890,2025-03-01 08:59:57,1326,1123,4.6879458049111395,119.96650014206736,50.96662849305383,False,98.55,1.02,5.2670551103802135,-0.4646591245471335,True
1002,M04,EXT4,1891,2025-03-02 13:02:59,1130,72,5.998294108288398,120.48001302533284,47.58355551823169,False,98.6,1.004,6.5344923873185055,1.5073016037131772,False
1003,M04,EXT3,1892,2025-03-02 08:04:11,778,3131,5.338996468111896,119.34394952843321,50.27728127201662,False,98.65,1.004,5.8460145500132965,0.470886021926493,False
